address_id,user_id,street_address,city,state,postal_code,country_iso_code,valid_from,valid_to
485928e4-f664-4599-9e45-690dbcf96728,9f03933d-70f2-4224-b186-b292d945d4f2,2233 Cedar Lane,Tokyo,Tokyo,355-9582,JPN,2023-09-03 00:00:00,
5b07de55-79ef-473d-b9ba-9dae2076b5e2,e5e66f6b-f6f6-45a8-b412-100fc1583588,610 First Street,Phoenix,AZ,94539,USA,2023-02-05 00:00:00,
03ddfe35-9d00-4f2b-a47e-80d9f746e350,ac1704ab-9f35-484e-b7a0-27ef716c772c,7820 Cedar Lane,Los Angeles,CA,74663,USA,2024-04-28 00:00:00,
f9a69ac0-250b-49d1-9b84-1c11e5947d51,5ceebb99-d6cc-49ef-9235-ba4ac89c84d3,7699 Second Avenue,Sydney,NSW,3009,AUS,2024-03-28 00:00:00,
06cadc59-e211-44d1-b272-c52dd5f6c982,f9bca5e5-290d-452b-9acc-97eff46176fd,3020 First Street,San Jose,CA,42016,USA,2023-09-14 00:00:00,
8b4703bb-fdd9-45a2-b7f3-ba1f1010f50f,132c5b9b-c425-4859-bceb-8e995eca853e,3804 Monroe Lane,Vancouver,BC,D1B 4A5,CAN,2023-10-05 00:00:00,
e231dc11-0774-4405-a4f3-a417f6b8d2cf,9eee318b-85f8-4ad3-92e6-bc4fef0326fe,1661 Van Buren Road,Toronto,ON,B7B 1G8,CAN,2024-03-08 00:00:00,
756e6dd8-dd95-427c-84b3-ba76dfacc068,17e9c941-560d-4516-a8a2-546134f6ed49,5597 Main Street,London,England,SW15 9CF,GBR,2023-03-10 00:00:00,
f36f8149-9b2e-4dec-8855-e328d58ed6bf,ebfcd37a-0877-459d-9237-fe113e075320,8483 Park Avenue,Indianapolis,IN,72092,USA,2023-07-16 00:00:00,
8047a0cd-92ab-448b-b5b9-325f744a06a3,2797753c-b9bd-4684-a81f-7d807ef8921a,2645 Pine Road,Columbus,OH,50754,USA,2023-12-08 00:00:00,
8eb55099-bfff-4614-a3f7-570432348f22,b217cfa8-27fe-4ed7-9dfb-95243afd5e86,8132 Washington Street,Denver,CO,69277,USA,2023-09-16 00:00:00,
174b5f21-98bc-4b97-b273-ce941392ec8b,2286c215-9ede-46f2-86b2-3384cb2d0910,1961 Jackson Avenue,Jacksonville,FL,75039,USA,2023-02-23 00:00:00,
24cf96c4-4a45-4512-9052-3ddba7657731,76f97840-50d4-4ede-a041-e3c814bf875c,9052 First Street,Indianapolis,IN,54875,USA,2024-01-13 00:00:00,
3407e4c0-4cdb-4e48-b552-061df6703774,870aa970-6cb1-4cb0-b9b9-c7673a55019a,5421 Second Avenue,Toronto,ON,I3H 7E7,CAN,2023-09-05 00:00:00,
5298ba7b-f04a-4617-8514-4b862cdb8f38,0e0ca963-e305-4d7b-89c4-b9208493d26b,2390 Jefferson Road,Tokyo,Tokyo,326-6240,JPN,2023-08-10 00:00:00,
4c9ae6a3-39cc-45c3-9cb2-fe5794399158,532960a5-4927-4c80-bf44-2f39073adf26,5856 First Street,Los Angeles,CA,80411,USA,2024-03-03 00:00:00,
a26d9533-888f-49d3-bedf-acfeb2e1c299,00fb4886-3137-48ad-9237-31a0a6307c8d,5049 Madison Drive,San Jose,CA,70046,USA,2023-11-10 00:00:00,
143cc8a0-51d2-4a91-8acf-37caa048a689,cb4d7c8e-f60d-4b3d-a01e-6f0d42ce4bd7,5357 Madison Drive,Indianapolis,IN,29099,USA,2023-11-14 00:00:00,
8024bbed-3c80-4391-b191-01f09d3fd174,1494a47e-69f2-4724-bd7f-6840024f3bbc,690 Cedar Lane,Charlotte,NC,71509,USA,2023-03-01 00:00:00,
e47f89c5-c55b-4093-815b-c01681c2b2ac,429b5bcc-11b7-4849-9ef4-f70929e8e39c,9963 Oak Avenue,Fort Worth,TX,25009,USA,2023-12-02 00:00:00,
40bf8e43-150a-4875-b82c-7a34a702bec2,b6fff53f-f4e7-44cf-ac78-7de563b31d9c,9241 Lincoln Avenue,Vancouver,BC,A0A 7B1,CAN,2023-02-28 00:00:00,
ab2e166f-f613-4b3f-8e8a-e5ea3832ff9a,32ea2594-05d5-444a-a41e-83c810db02d4,1295 Monroe Lane,San Francisco,CA,58042,USA,2023-03-17 00:00:00,
d44a4b18-c467-48ee-9912-c1b280952ec8,95d9b149-d7aa-4d8f-81d7-d3d84842d5f8,6252 Second Avenue,Paris,Île-de-FRA,19571,FRA,2023-02-08 00:00:00,
27354b30-b92d-4d3a-8eea-c6b9847a64c9,0ededf65-776f-4139-a6d0-abc067c51ba6,6038 Adams Street,New York,NY,59654,USA,2023-12-05 00:00:00,
694e5c16-a56f-4dd1-83d9-d974a910207a,b2515f17-9155-4dc3-8d1d-068f8a57dffb,9050 Lincoln Avenue,Charlotte,NC,48689,USA,2023-02-24 00:00:00,
a3c8b0fe-ca58-4c7c-a236-726f9d020bd7,721278b4-e2e0-4d98-b7e7-d00bbb20b56a,1817 Monroe Lane,Sydney,NSW,4369,AUS,2023-06-26 00:00:00,
8908d418-3688-4f9f-9ae9-4e9dd2fed6a4,913223f5-b950-46c3-ae2b-aaed12016410,5976 Pine Road,Columbus,OH,39151,USA,2023-11-01 00:00:00,
e5126026-7158-41a9-bfa3-998f2ef2add9,d510d61d-39f8-4ba0-bfb3-697cf5515255,2741 Adams Street,San Jose,CA,78969,USA,2023-01-26 00:00:00,
86e16220-5c7c-4668-9ee7-ae6df6894ba7,4efcbfad-7f41-4f5a-875a-2cdf0101980c,2098 Lincoln Avenue,Indianapolis,IN,32584,USA,2023-01-19 00:00:00,
c32ae383-9d2d-4e04-b935-7e2c78c8ae6b,74e3fe7b-b4c1-41f0-9ea8-397a7c8a442e,611 Jackson Avenue,Chicago,IL,36212,USA,2024-01-24 00:00:00,
5634aad4-20d3-4b16-ae32-2a0ad4a80fd0,0a9fdc56-0a86-4653-b89f-b120edaeb6cf,666 Second Avenue,Phoenix,AZ,47248,USA,2023-04-29 00:00:00,
e04bb428-7168-495e-a7c4-a45c47808552,56b9d66a-cf0a-4359-a86a-209a1d483afa,4421 Park Avenue,Austin,TX,20532,USA,2023-01-28 00:00:00,
fe642ed4-e500-4913-b096-50271f41e499,ecdc9ebe-2778-4f7b-b6bc-5aa8e29bb4ea,80 Adams Street,Berlin,Berlin,63970,DEU,2023-12-25 00:00:00,
d8c9ed05-392a-42e3-9d66-dfbea63bad53,c5246d45-9e92-4c00-b891-23941f8704ce,7655 Park Avenue,Philadelphia,PA,51703,USA,2023-06-17 00:00:00,
b4013eb6-24a7-4376-9247-bc74871d4465,57eb0d68-0220-4f75-a730-323cf973c158,6055 Pine Road,San Diego,CA,16986,USA,2023-11-18 00:00:00,
e5ef4638-8de1-4ce2-a290-e72173b7f743,2a796931-0ec2-4ba1-8e0b-79621e644ce5,3859 Cedar Lane,Phoenix,AZ,95352,USA,2023-02-02 00:00:00,
6f09bbbe-bb85-458e-ae77-83605c641317,0b9a5ccc-8ae1-40a1-8c3a-41ca68b3cb95,6217 Oak Avenue,Paris,Île-de-FRA,67790,FRA,2024-04-23 00:00:00,
c24275fb-7e85-4bfa-af03-af8907e61f75,d2cd80ec-6726-4991-92a3-1558a48fb7be,1232 Jefferson Road,Toronto,ON,B7J 6H8,CAN,2024-05-04 00:00:00,
21ce8860-d4e9-4be4-a391-9203b567e66d,d2d3c298-f462-4d8c-86a5-c9347746f5bc,7704 Main Street,Phoenix,AZ,14095,USA,2023-01-29 00:00:00,
0feb4066-b7e7-46f3-827b-ce1017ab6007,96f8f129-9be4-4577-8675-3e4fbfc1b80c,4254 Jackson Avenue,Los Angeles,CA,85970,USA,2023-05-05 00:00:00,
7a3eb3b1-0c18-4f09-a0a8-81351c17a6d1,c66bff04-670f-4972-8ff5-d13359a732cf,7303 Washington Street,Vancouver,BC,G9G 7E7,CAN,2023-10-19 00:00:00,
a36a9c95-d2e0-42ec-9ed8-63d2454e65e5,76ba8c52-dcf8-458c-b156-e70a3c6b6efb,9841 Second Avenue,San Diego,CA,63323,USA,2024-04-08 00:00:00,
93bbbaa2-4411-4eef-844b-58b11eaca16c,67c8e290-cbe8-4138-8656-d6ee4392aa97,7650 Second Avenue,Portland,OR,64891,USA,2023-09-25 00:00:00,
cf7060f0-1b9e-4633-9dec-b2b2ed90b456,84ae3dff-41d2-4897-ae05-f85c7cdcbbc1,8326 Oak Avenue,Melbourne,VIC,2100,AUS,2023-02-21 00:00:00,
0cea2497-5712-4dea-a364-ab9ff3aa362d,9d9e0923-5c67-41ac-803a-b2019ccb426a,8402 Elm Street,Phoenix,AZ,11663,USA,2024-01-07 00:00:00,
0d296cdc-6d84-427b-9c7b-663c8249133e,80ba3c9d-a0a1-484c-a4f9-2b730c6690de,4187 Main Street,New York,NY,59494,USA,2024-03-08 00:00:00,
abae692d-4eb4-444c-af83-ec7bf23d8d70,608948ac-052c-4a4f-ac7c-836d77803214,7653 Broadway,Phoenix,AZ,43807,USA,2023-12-11 00:00:00,
813acb8c-e9a8-4b07-8542-07148eff500e,f156a43e-bc23-4b1d-b381-31980f400d4e,73 Monroe Lane,Chicago,IL,87397,USA,2023-06-05 00:00:00,
ef30afd4-8968-4a5f-98f2-50eca052c65f,99716372-aa41-4667-b581-bc299de85422,5004 Madison Drive,Dallas,TX,47419,USA,2023-11-21 00:00:00,
ce1fb619-f43b-4f23-9586-a68c3f3ccf46,ed64f10c-b4b7-4030-abb3-c649db432110,4714 Cedar Lane,Vancouver,BC,D4C 5D8,CAN,2024-01-06 00:00:00,
e334df73-756d-4bf1-a6f3-a6dcf1378c7e,453d5960-8313-4dc5-8e5a-26e1f28717f6,3627 Pine Road,San Jose,CA,64352,USA,2024-04-07 00:00:00,
399be804-2c41-4758-8e62-1e272a7ef0fc,a87d0949-c0c5-44ed-a5d4-db7c37aaa51d,5234 Madison Drive,Jacksonville,FL,87285,USA,2024-04-05 00:00:00,
7297aef7-53e0-48ad-a4f0-7acf34c4cbe3,b40b4a1d-cf83-49d4-9ba0-a6575bae2136,5910 Jefferson Road,San Diego,CA,77501,USA,2024-04-04 00:00:00,
7d953cb8-4a34-45fa-8d54-46281ff939a1,4f8c2fc4-2efb-4105-9e66-9a5cdd6c4b39,9214 Cedar Lane,Los Angeles,CA,47949,USA,2024-05-14 00:00:00,
3300a7d9-37c9-45cb-a20e-8e22a49b4872,d6371655-fdff-4509-b65a-005e63a3445c,2391 Jefferson Road,Columbus,OH,28207,USA,2023-08-29 00:00:00,
a8d29ff3-97ca-43e3-8710-f7817642dc1b,a124c342-fbf5-4859-a5a2-bb564c0c5c79,7944 Madison Drive,San Diego,CA,70444,USA,2023-08-20 00:00:00,
7ee6c7fb-73f1-47e8-b5c6-bf1652c47f1f,db4a71d4-15e4-4e0b-b5a0-496f5db5c6c6,1699 Second Avenue,Houston,TX,95484,USA,2024-04-19 00:00:00,
b6f3dbe2-6d50-44a9-b1ea-cecf88543847,0665aaa3-6549-45f2-914d-9c8be89f0dca,7190 Broadway,Austin,TX,84514,USA,2023-09-12 00:00:00,
d207ee55-58ee-4e41-929b-301345c386aa,9451ca09-2f31-4f04-a3c4-3d6f806339a0,2432 Cedar Lane,Phoenix,AZ,37656,USA,2023-01-22 00:00:00,
7fcc284e-4e26-4124-b9be-c8a1d39db2a7,d318c36b-9bb0-4b1e-9ef2-9137d0a4156b,8645 Elm Street,Fort Worth,TX,95220,USA,2023-11-09 00:00:00,
8b2a8668-69c6-45f2-9169-b68cb69d8955,d6def51f-ea87-42e2-97d9-7cb69fb89fce,54 First Street,Sydney,NSW,6050,AUS,2023-03-12 00:00:00,
9fdec14a-9104-4576-bfe6-addc61121fb1,aa0f6cda-f3a4-4a79-a0be-1905fd424491,2396 Jackson Avenue,New York,NY,29215,USA,2023-12-14 00:00:00,
4e74cc2e-388e-4b19-9359-a30eb17b829b,a4e4e811-f7e2-4962-8c7f-d2049331940d,9721 Van Buren Road,Indianapolis,IN,18659,USA,2024-01-16 00:00:00,
f8877cea-b29b-44b7-8899-788c3febd685,1c92c8c7-107b-4f13-a5b0-5b77530e3512,4428 Van Buren Road,Amsterdam,Noord-Holland,7094 GA,NLD,2023-07-24 00:00:00,
6aa923ce-06a6-46f2-ac6b-a0c3f6f8ff8e,d9d4632e-ce93-4585-93b1-f72df61ba6d1,7337 Second Avenue,Columbus,OH,56042,USA,2023-06-12 00:00:00,
293b960b-a583-4bd0-9b18-cfffd30707c8,7fc967c4-ad5f-4af7-abec-1f71106e2b49,4304 Washington Street,Fort Worth,TX,81894,USA,2023-02-25 00:00:00,
eb4773ec-35f5-4b6d-b2e3-502f7dc575b3,15655456-6562-4640-8ee6-e3f816b5a5f5,3799 Adams Street,Chicago,IL,87179,USA,2024-05-09 00:00:00,
00f4ed35-93b9-46ec-a2be-a01ceb0bb56d,53757e5b-d18d-4c72-9cd4-4975b6a4f23b,2104 Broadway,Charlotte,NC,41282,USA,2023-02-08 00:00:00,
b9282974-747d-422d-92f5-536c1d6cbcdd,b6ed475f-e22f-4d0b-a529-2f9942c7b570,2307 Lincoln Avenue,Phoenix,AZ,86608,USA,2023-09-18 00:00:00,
92fb6afc-9859-408c-8c94-25a698e8608a,4683f835-b3be-4ad1-834f-0c800a85a24b,8622 Lincoln Avenue,San Diego,CA,45142,USA,2023-07-03 00:00:00,
b5d38812-32b0-42c5-bbe9-1bce1a5439d7,b775018c-6cd7-4d4c-87c0-7b21e8e726be,3241 Oak Avenue,Phoenix,AZ,32224,USA,2023-07-31 00:00:00,
2932fa2e-a067-4564-89c4-83084ef6c932,5226f11c-f295-47fa-a5a9-762ae9d807b7,2144 Elm Street,Chicago,IL,10842,USA,2023-08-24 00:00:00,
60181892-f823-4db6-b3e4-7b5a2db2dd98,d52e8412-5b8f-48ef-a0e0-12cf2c235254,8722 Van Buren Road,Dallas,TX,28496,USA,2023-12-30 00:00:00,
19dbf918-1941-48de-8216-90c28e49eaf7,883939dc-160b-442a-90d9-120e6d52f987,1554 Adams Street,Berlin,Berlin,78710,DEU,2023-10-25 00:00:00,
926bfe3e-b06f-49c4-a184-57301ebff5ab,8c917c69-5beb-4b23-b175-e97d6fa7b13c,7417 Washington Street,New York,NY,23339,USA,2024-02-19 00:00:00,
d22b6557-3f4c-4a68-a4b5-f0e52ed5e01a,37aa8742-9218-44df-bb99-3646481826fe,3095 Oak Avenue,New York,NY,18092,USA,2024-01-12 00:00:00,
784d1950-ef3e-4c74-a18a-a2833b7725cc,3dc25884-3e59-40fc-8cab-80531980a825,1256 Maple Drive,London,England,SW17 4GH,GBR,2024-02-05 00:00:00,
4e9cf5cb-e0c7-43ee-b6db-08fde8451a33,c31a739b-da38-4a70-a733-5bee80f56236,939 Van Buren Road,San Jose,CA,84566,USA,2023-07-22 00:00:00,
952c7319-cd57-4081-8282-88975ea63774,571d3c9c-7b51-44bb-872e-98f0d3da54df,4956 Broadway,Melbourne,VIC,9310,AUS,2024-02-26 00:00:00,
e287e575-29c4-4fd8-9197-616bca8a006d,ea8ce3b0-22c6-4138-a2f1-b2435f55dbe5,7386 Lincoln Avenue,Berlin,Berlin,97470,DEU,2024-03-25 00:00:00,
bc177d5a-f968-408f-a96b-e72b1fc58097,9274408d-a56a-46a5-809b-add0ef32fb13,2476 Broadway,Charlotte,NC,34035,USA,2023-09-12 00:00:00,
cb597c5b-78e6-40fd-98ce-ea3859ee98f6,c3ba1754-667a-44b5-baf7-2b03e688272c,4147 Pine Road,Phoenix,AZ,63847,USA,2023-12-21 00:00:00,
5547018b-48c8-4b3c-b9de-7e66d25da6af,48a049c5-a368-46ae-b9fe-4741437aded6,5514 Maple Drive,Berlin,Berlin,22066,DEU,2023-04-15 00:00:00,
429c2114-5b73-425e-92ca-867e6a5132da,9693375b-090c-4fd3-b926-a1b32cabf710,1747 Van Buren Road,Denver,CO,94815,USA,2024-02-20 00:00:00,
f4afb3ac-19d0-4310-8de2-64c13adf93b7,b6960ab8-3c7d-4fe3-9e2d-018ee6267d4a,8701 First Street,Fort Worth,TX,52614,USA,2023-06-19 00:00:00,
0acbfd5f-50ae-4606-bbdd-e7e27ff025b3,632030d9-5454-4543-b1d9-2edb6f67c875,9328 Jackson Avenue,San Antonio,TX,42638,USA,2024-01-09 00:00:00,
411655f5-83da-4e83-a1c4-1fbb59df584c,738c1f6b-7a3b-400a-b2fa-6ddbadf25b78,6055 Second Avenue,Houston,TX,71759,USA,2023-10-10 00:00:00,
a3d1e61c-0e72-4b31-bd79-658af17e3c45,7a7ef055-53d3-4d5e-8623-a8871bc51c22,7052 Elm Street,Melbourne,VIC,6617,AUS,2024-03-24 00:00:00,
eb8a6f4e-26ac-463c-a949-69c02950150e,7f8b96b5-c5d3-4a2f-afec-8d507d1f861b,1900 Park Avenue,Los Angeles,CA,86109,USA,2024-01-28 00:00:00,
b8b1979c-b418-4dbe-bc2c-4813d855c9c9,b26a67d3-1bd7-4563-a83b-d8d4e6c320b6,756 Adams Street,Denver,CO,16257,USA,2023-09-28 00:00:00,
d1f546e5-f78d-4d69-912c-08767362d56b,92452df4-c306-4b47-bc7c-140c8268d419,6700 Broadway,San Jose,CA,18556,USA,2023-08-24 00:00:00,
5340854f-da42-43f0-8e22-84f3ee8750fe,6fda5dc2-c5b0-46b3-bb59-a1e2edcd21ba,9825 Lincoln Avenue,Denver,CO,41124,USA,2023-01-04 00:00:00,
9ae8ddd2-1bc3-4b9d-82c2-04673810d8b4,f36f1528-0109-4d84-913a-2cc66f6e849b,865 Maple Drive,Columbus,OH,70432,USA,2024-03-26 00:00:00,
95ed5859-dccd-4bf3-a62f-5255dbec3391,882452d5-463e-4304-bbda-aba77811a054,9167 Jefferson Road,San Francisco,CA,54632,USA,2023-06-26 00:00:00,
e96a7e1b-4f64-4ef8-ab23-147cdfbc03f7,3c692b50-7606-4def-aa7f-7c04d2a0201f,6325 Oak Avenue,Seattle,WA,52446,USA,2024-03-28 00:00:00,
6a3c4652-017c-4c67-b38f-81fba520567c,6d7d5c51-30a6-4941-b72a-501e2a8bd25c,8536 Second Avenue,Dallas,TX,30924,USA,2023-11-02 00:00:00,
d90375de-5229-4c3d-a016-f56341c59812,40d13c51-d993-4995-9a52-e9185f2e7e63,7584 Maple Drive,Charlotte,NC,49954,USA,2023-12-07 00:00:00,
d9b620e8-b098-414b-a83b-718e5c6e8085,c83a10c9-e099-4370-83f9-c31c1bb3ab9b,9070 Oak Avenue,Indianapolis,IN,41494,USA,2023-04-28 00:00:00,
7c516117-bb2e-4840-947f-b7dcd9d44062,b8388bf1-6ede-4165-af25-0664848f291a,5474 Oak Avenue,San Francisco,CA,39715,USA,2024-03-25 00:00:00,
5de124e2-7da4-442d-b933-164bd4a41ddd,b5b18da9-4e7f-4e7b-b984-a703797ed79c,3729 Oak Avenue,Amsterdam,Noord-Holland,4264 GC,NLD,2023-01-15 00:00:00,
1daa7f11-c1bf-43b8-995c-407eb89db6b2,35bade32-53ba-4e9f-b223-4cca582ef448,337 First Street,Fort Worth,TX,19653,USA,2023-04-07 00:00:00,
ebc1893f-be15-46f8-a485-eb733c1469fb,914b6ce4-6c6c-41da-993b-11f0b2693be6,7277 Main Street,Fort Worth,TX,67484,USA,2024-04-25 00:00:00,
0bfd0545-d8a6-4ea6-899f-403866cf7682,155a8929-1eb8-4457-908f-fddcf643aa90,4694 Monroe Lane,Fort Worth,TX,88736,USA,2023-08-23 00:00:00,
b07067d4-f929-420d-acb1-380b89eb5473,07107e38-2249-43c6-b99d-7013e97a0896,1270 Jefferson Road,San Jose,CA,23239,USA,2023-02-05 00:00:00,
e3e1dbd8-6dc6-4a64-b2ce-2ca7e9ea7806,d5420cdd-a2fc-4d11-9529-5081e3b700b6,2141 Jackson Avenue,London,England,SW16 3AJ,GBR,2023-03-08 00:00:00,
25159700-8d1f-490f-ab3f-5375c9662c7f,38b159be-70b8-4042-ab83-da40ddb5a264,7643 Washington Street,Boston,MA,67778,USA,2023-08-13 00:00:00,
ec384d27-a4a8-4659-b6f1-c7fb0fde5377,b2e0bd43-79fc-4619-99f0-95f6bb0a8958,3006 Pine Road,Charlotte,NC,99484,USA,2023-11-30 00:00:00,
d19f3e4d-650f-43f5-8b08-4bfda89d4af1,7d8e7413-5888-43db-a24c-520786c08081,2563 Madison Drive,Charlotte,NC,38131,USA,2024-04-19 00:00:00,
731bdf00-c710-4109-932e-9678743ab211,19a76a0e-ab21-4b93-91f0-509ce29bcd74,956 Jefferson Road,Indianapolis,IN,75898,USA,2023-08-26 00:00:00,
7bf279d5-cb5f-4397-8cad-784701de363e,e0471c69-40c2-48e0-ae9a-1cc76d7eaa37,3129 Maple Drive,Austin,TX,75269,USA,2024-04-09 00:00:00,
9f824e4b-9241-486f-a36a-9fca3778de42,dd7140bb-a1ca-453b-a9ea-3d5a1020721c,3079 Maple Drive,Portland,OR,23993,USA,2023-07-11 00:00:00,
8cf72b33-1c00-4ee3-ad41-11ec0358002c,e3fa0fec-4ffa-4b30-8b20-a9d957c77743,2990 Jackson Avenue,Dallas,TX,76649,USA,2024-03-26 00:00:00,
be93ad38-2fdc-46b0-b502-c29a42209989,c22205f9-145d-4a52-8dd2-ec73f7767ef6,967 First Street,Vancouver,BC,A2A 1J5,CAN,2023-01-27 00:00:00,
809296b8-e6a8-4a96-a996-619ad5f20779,b60afe82-0d7c-4477-ad00-32eb65637671,949 Adams Street,Toronto,ON,G5F 1B4,CAN,2023-11-20 00:00:00,
6c1f9075-5036-4a5f-9eed-491357b8810a,80f9badc-fbd7-440f-8b56-d4589c550c7a,2664 Madison Drive,San Francisco,CA,61744,USA,2023-05-10 00:00:00,
bc6c3e24-16bb-4244-b70b-4579de3c0084,8914c977-2952-4e3d-9caf-1bf4761df82e,525 Jefferson Road,London,England,SW2 2CF,GBR,2023-01-17 00:00:00,
be82a4f1-b416-4aca-88eb-5deef7f91e0d,bb1b8e34-cf99-4451-b67a-9532626b73c7,1937 Washington Street,San Francisco,CA,17823,USA,2024-03-30 00:00:00,
d4f7ee31-2093-41c0-956f-ff0960e49c7f,1d2f6855-6dc8-40d8-9dd1-f0f3111a9bc0,9293 Pine Road,Seattle,WA,10254,USA,2023-05-17 00:00:00,
e942dc2c-8f01-4a7c-bf53-6c923ea20df7,65d2323a-81a0-4349-8f15-6986b145b86f,9780 Second Avenue,Sydney,NSW,2179,AUS,2024-03-29 00:00:00,
1bd35eb7-0b8a-4f17-a99d-65515d002f0e,d0d63b52-87b8-48b4-a1ee-4e706389806d,9992 Park Avenue,Houston,TX,75138,USA,2023-09-30 00:00:00,
2ea13047-aa02-49ed-a021-b546828c2c8e,3a307ac4-8aa6-41a4-9a68-e9277b32ada1,2269 Elm Street,Tokyo,Tokyo,933-3875,JPN,2023-07-28 00:00:00,
8ba7e079-7535-4758-9d61-656825cde678,78e209f4-4ef2-427c-8620-0ae4f0c2a5b2,1024 Elm Street,Amsterdam,Noord-Holland,5527 CE,NLD,2023-11-10 00:00:00,
